1.000000000000000056e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.100000000000000006e-01,9.536743164065684844e-10,0.000000000000000000e+00
1.199999999999999956e-01,-4.583458900451662236e-07,4.293764229919359767e-14
1.300000000000000044e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.399999999999999856e-01,9.312275292873746155e-03,4.202489342362233304e-06
1.499999999999999667e-01,2.368698704957954149e-02,1.004168197950177204e-05
1.599999999999999756e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.699999999999999845e-01,-2.230167388916025507e-08,2.679859335330547556e-16
1.799999999999999656e-01,-9.536743163938630483e-12,3.868148269248194621e-16
1.899999999999999467e-01,2.296598122120165932e-03,4.348493859120425023e-06
1.999999999999999556e-01,3.583268402814823728e-02,2.198001326470748457e-05
2.099999999999999645e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.199999999999999456e-01,2.837181091307614262e-10,1.932050963659504426e-19
2.299999999999999545e-01,6.418720986843560149e-03,5.739138967609674235e-06
2.399999999999999356e-01,5.660056848526515659e-03,3.280352300578256841e-06
2.499999999999999167e-01,2.379431768417333490e-02,3.842382586263910717e-05
2.599999999999998979e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.699999999999999067e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.799999999999999156e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.899999999999999245e-01,4.444397580623800012e-03,1.241183233602207625e-08
2.999999999999999334e-01,0.000000000000000000e+00,0.000000000000000000e+00
3.099999999999999423e-01,1.583383390426703827e-02,3.069939734566168896e-05
3.199999999999998956e-01,5.056127628326614193e-02,1.299246968137692134e-04
3.299999999999998490e-01,7.660388946533494016e-09,8.103643835966682355e-17
3.399999999999998579e-01,-1.749038696289065681e-08,2.403607140877292454e-16
3.499999999999998668e-01,-5.578994750976520264e-10,1.417924977431517369e-18
3.599999999999998757e-01,-4.410743713378896933e-09,0.000000000000000000e+00
3.699999999999998845e-01,6.580352783203035760e-10,6.783830031053911724e-18
3.799999999999998934e-01,4.879460670232646513e-02,6.588863688628266151e-05
3.899999999999999023e-01,5.483627319335968840e-09,0.000000000000000000e+00
3.999999999999998002e-01,0.000000000000000000e+00,0.000000000000000000e+00
4.099999999999998090e-01,1.279115676879898606e-08,1.716229292014754068e-16
4.199999999999998179e-01,4.606187701229202828e-04,7.974933925991059790e-08
4.299999999999998268e-01,8.547295627594088396e-02,3.610992897019225326e-04
4.399999999999998357e-01,0.000000000000000000e+00,0.000000000000000000e+00
4.499999999999998446e-01,-2.081394195556668728e-09,1.973558596546407851e-17
4.599999999999998535e-01,0.000000000000000000e+00,0.000000000000000000e+00
4.699999999999998623e-01,2.656292175292207861e-02,3.387887553563614804e-05
4.799999999999997602e-01,1.334297799515697103e-01,4.212479499003647741e-04
4.899999999999997691e-01,5.298528313638684083e-04,1.998297137972155220e-05
4.999999999999997780e-01,-8.132304882995810722e-04,4.851798157878351838e-06
5.099999999999997868e-01,1.300727249860690882e-01,9.833080059208900922e-04
5.199999999999997957e-01,-6.725788116455026593e-09,2.772542870843565522e-17
