1.000000000000000056e-01,2.515168779587748094e-01,1.691312472750145825e-03
1.100000000000000006e-01,2.654127653765679939e-01,1.482980859192534022e-03
1.199999999999999956e-01,3.812225775980948583e-01,4.289924579286300867e-03
1.300000000000000044e-01,3.252586106455326309e-01,1.777275948870348865e-03
1.399999999999999856e-01,4.454973781108884263e-03,1.849878440165522729e-06
1.499999999999999667e-01,2.323219072818759681e-02,2.141765358871710882e-05
1.599999999999999756e-01,3.870693252873419477e-01,8.690110594899810859e-03
1.699999999999999845e-01,6.184301338529589742e-01,1.252165524191947363e-02
1.799999999999999656e-01,3.697811165893082758e-02,3.788795095604712129e-05
1.899999999999999467e-01,4.385475767567160177e-01,5.316334094630459535e-03
1.999999999999999556e-01,6.859935064554208983e-01,1.576590174297862884e-02
2.099999999999999645e-01,7.193513844966886728e-01,1.373324542099865590e-02
2.199999999999999456e-01,1.518483471870426919e-02,5.990207915245996860e-06
2.299999999999999545e-01,2.312061795949942045e-02,9.080189480990298262e-06
2.399999999999999356e-01,8.597361176466932209e-01,2.285509993899911482e-02
2.499999999999999167e-01,9.703600046682350211e-01,2.328059841015987091e-02
2.599999999999998979e-01,3.970271659851093426e-02,4.437297738672940644e-05
2.699999999999999067e-01,3.835372683525094251e-02,4.652230112530463609e-05
2.799999999999999156e-01,2.311505878210057957e-02,1.309906923048524067e-05
2.899999999999999245e-01,8.011650616002089498e-01,1.716489279298517162e-02
2.999999999999999334e-01,1.094304538156986917e+00,2.641853910787421780e-02
3.099999999999999423e-01,1.614498177158833148e+00,9.182347059230475117e-02
3.199999999999998956e-01,1.783963433053492365e+00,1.207497781452360752e-01
3.299999999999998490e-01,4.262986313819893541e-02,3.983821675194465381e-05
3.399999999999998579e-01,3.608138867139810968e-02,2.264017206797828418e-05
3.499999999999998668e-01,3.619618675470337443e-02,4.061503262787208036e-05
3.599999999999998757e-01,2.592162254049778625e+00,1.292563483409518432e-01
3.699999999999998845e-01,1.382596107299329580e+00,4.711178571024546985e-02
3.799999999999998934e-01,9.887649705648429710e-02,1.876142440237189932e-04
3.899999999999999023e-01,1.757850221641062971e+00,7.870755265410067647e-02
3.999999999999998002e-01,1.766750313997261096e-02,1.353556078762637473e-05
4.099999999999998090e-01,2.046986846864939036e+00,1.158483556183978053e-01
