"title","noise_denom","n","true_beta_range","noise_coef","sd","alpha","location"
"diff_hist_beta206667.png","3","100","-20,20","0.1","14","0.1","median"
"diff_hist_beta206668.png","3","100","-20,20","0.1","14","0.1","mean"
"diff_hist_beta206669.png","3","100","-20,20","0.1","14","0.5","median"
"diff_hist_beta206670.png","3","100","-20,20","0.1","14","0.5","mean"
"diff_hist_beta206671.png","3","100","-20,20","0.1","14","1","median"
"diff_hist_beta206672.png","3","100","-20,20","0.1","14","1","mean"
"diff_hist_beta206673.png","3","100","-20,20","0.1","15","0.01","median"
"diff_hist_beta206674.png","3","100","-20,20","0.1","15","0.01","mean"
"diff_hist_beta206675.png","3","100","-20,20","0.1","15","0.1","median"
"diff_hist_beta206676.png","3","100","-20,20","0.1","15","0.1","mean"
"diff_hist_beta206677.png","3","100","-20,20","0.1","15","0.5","median"
"diff_hist_beta206678.png","3","100","-20,20","0.1","15","0.5","mean"
"diff_hist_beta206679.png","3","100","-20,20","0.1","15","1","median"
"diff_hist_beta206680.png","3","100","-20,20","0.1","15","1","mean"
"diff_hist_beta206681.png","3","100","-20,20","0.1","16","0.01","median"
"diff_hist_beta206682.png","3","100","-20,20","0.1","16","0.01","mean"
"diff_hist_beta206683.png","3","100","-20,20","0.1","16","0.1","median"
"diff_hist_beta206684.png","3","100","-20,20","0.1","16","0.1","mean"
"diff_hist_beta206685.png","3","100","-20,20","0.1","16","0.5","median"
"diff_hist_beta206686.png","3","100","-20,20","0.1","16","0.5","mean"
"diff_hist_beta206687.png","3","100","-20,20","0.1","16","1","median"
"diff_hist_beta206688.png","3","100","-20,20","0.1","16","1","mean"
"diff_hist_beta206689.png","3","100","-20,20","0.1","17","0.01","median"
"diff_hist_beta206690.png","3","100","-20,20","0.1","17","0.01","mean"
"diff_hist_beta206691.png","3","100","-20,20","0.1","17","0.1","median"
"diff_hist_beta206692.png","3","100","-20,20","0.1","17","0.1","mean"
"diff_hist_beta206693.png","3","100","-20,20","0.1","17","0.5","median"
"diff_hist_beta206694.png","3","100","-20,20","0.1","17","0.5","mean"
"diff_hist_beta206695.png","3","100","-20,20","0.1","17","1","median"
"diff_hist_beta206696.png","3","100","-20,20","0.1","17","1","mean"
"diff_hist_beta206697.png","3","100","-20,20","0.1","18","0.01","median"
"diff_hist_beta206698.png","3","100","-20,20","0.1","18","0.01","mean"
"diff_hist_beta206699.png","3","100","-20,20","0.1","18","0.1","median"
"diff_hist_beta206700.png","3","100","-20,20","0.1","18","0.1","mean"
"diff_hist_beta206701.png","3","100","-20,20","0.1","18","0.5","median"
"diff_hist_beta206702.png","3","100","-20,20","0.1","18","0.5","mean"
"diff_hist_beta206703.png","3","100","-20,20","0.1","18","1","median"
"diff_hist_beta206704.png","3","100","-20,20","0.1","18","1","mean"
"diff_hist_beta206705.png","3","100","-20,20","0.1","19","0.01","median"
"diff_hist_beta206706.png","3","100","-20,20","0.1","19","0.01","mean"
"diff_hist_beta206707.png","3","100","-20,20","0.1","19","0.1","median"
"diff_hist_beta206708.png","3","100","-20,20","0.1","19","0.1","mean"
"diff_hist_beta206709.png","3","100","-20,20","0.1","19","0.5","median"
"diff_hist_beta206710.png","3","100","-20,20","0.1","19","0.5","mean"
"diff_hist_beta206711.png","3","100","-20,20","0.1","19","1","median"
"diff_hist_beta206712.png","3","100","-20,20","0.1","19","1","mean"
"diff_hist_beta206713.png","3","100","-20,20","0.1","20","0.01","median"
"diff_hist_beta206714.png","3","100","-20,20","0.1","20","0.01","mean"
"diff_hist_beta206715.png","3","100","-20,20","0.1","20","0.1","median"
"diff_hist_beta206716.png","3","100","-20,20","0.1","20","0.1","mean"
"diff_hist_beta206717.png","3","100","-20,20","0.1","20","0.5","median"
"diff_hist_beta206718.png","3","100","-20,20","0.1","20","0.5","mean"
"diff_hist_beta206719.png","3","100","-20,20","0.1","20","1","median"
"diff_hist_beta206720.png","3","100","-20,20","0.1","20","1","mean"
"diff_hist_beta206721.png","3","100","-20,20","0.5","1","0.01","median"
"diff_hist_beta206722.png","3","100","-20,20","0.5","1","0.01","mean"
"diff_hist_beta206723.png","3","100","-20,20","0.5","1","0.1","median"
"diff_hist_beta206724.png","3","100","-20,20","0.5","1","0.1","mean"
"diff_hist_beta206725.png","3","100","-20,20","0.5","1","0.5","median"
"diff_hist_beta206726.png","3","100","-20,20","0.5","1","0.5","mean"
"diff_hist_beta206727.png","3","100","-20,20","0.5","1","1","median"
"diff_hist_beta206728.png","3","100","-20,20","0.5","1","1","mean"
"diff_hist_beta206729.png","3","100","-20,20","0.5","2","0.01","median"
"diff_hist_beta206730.png","3","100","-20,20","0.5","2","0.01","mean"
"diff_hist_beta206731.png","3","100","-20,20","0.5","2","0.1","median"
"diff_hist_beta206732.png","3","100","-20,20","0.5","2","0.1","mean"
"diff_hist_beta206733.png","3","100","-20,20","0.5","2","0.5","median"
"diff_hist_beta206734.png","3","100","-20,20","0.5","2","0.5","mean"
"diff_hist_beta206735.png","3","100","-20,20","0.5","2","1","median"
"diff_hist_beta206736.png","3","100","-20,20","0.5","2","1","mean"
"diff_hist_beta206737.png","3","100","-20,20","0.5","3","0.01","median"
"diff_hist_beta206738.png","3","100","-20,20","0.5","3","0.01","mean"
"diff_hist_beta206739.png","3","100","-20,20","0.5","3","0.1","median"
"diff_hist_beta206740.png","3","100","-20,20","0.5","3","0.1","mean"
"diff_hist_beta206741.png","3","100","-20,20","0.5","3","0.5","median"
"diff_hist_beta206742.png","3","100","-20,20","0.5","3","0.5","mean"
"diff_hist_beta206743.png","3","100","-20,20","0.5","3","1","median"
"diff_hist_beta206744.png","3","100","-20,20","0.5","3","1","mean"
"diff_hist_beta206745.png","3","100","-20,20","0.5","4","0.01","median"
"diff_hist_beta206746.png","3","100","-20,20","0.5","4","0.01","mean"
"diff_hist_beta206747.png","3","100","-20,20","0.5","4","0.1","median"
"diff_hist_beta206748.png","3","100","-20,20","0.5","4","0.1","mean"
"diff_hist_beta206749.png","3","100","-20,20","0.5","4","0.5","median"
"diff_hist_beta206750.png","3","100","-20,20","0.5","4","0.5","mean"
"diff_hist_beta206751.png","3","100","-20,20","0.5","4","1","median"
"diff_hist_beta206752.png","3","100","-20,20","0.5","4","1","mean"
"diff_hist_beta206753.png","3","100","-20,20","0.5","5","0.01","median"
"diff_hist_beta206754.png","3","100","-20,20","0.5","5","0.01","mean"
"diff_hist_beta206755.png","3","100","-20,20","0.5","5","0.1","median"
"diff_hist_beta206756.png","3","100","-20,20","0.5","5","0.1","mean"
"diff_hist_beta206757.png","3","100","-20,20","0.5","5","0.5","median"
"diff_hist_beta206758.png","3","100","-20,20","0.5","5","0.5","mean"
"diff_hist_beta206759.png","3","100","-20,20","0.5","5","1","median"
"diff_hist_beta206760.png","3","100","-20,20","0.5","5","1","mean"
"diff_hist_beta206761.png","3","100","-20,20","0.5","6","0.01","median"
"diff_hist_beta206762.png","3","100","-20,20","0.5","6","0.01","mean"
"diff_hist_beta206763.png","3","100","-20,20","0.5","6","0.1","median"
"diff_hist_beta206764.png","3","100","-20,20","0.5","6","0.1","mean"
"diff_hist_beta206765.png","3","100","-20,20","0.5","6","0.5","median"
"diff_hist_beta206766.png","3","100","-20,20","0.5","6","0.5","mean"
"diff_hist_beta206767.png","3","100","-20,20","0.5","6","1","median"
"diff_hist_beta206768.png","3","100","-20,20","0.5","6","1","mean"
"diff_hist_beta206769.png","3","100","-20,20","0.5","7","0.01","median"
"diff_hist_beta206770.png","3","100","-20,20","0.5","7","0.01","mean"
"diff_hist_beta206771.png","3","100","-20,20","0.5","7","0.1","median"
"diff_hist_beta206772.png","3","100","-20,20","0.5","7","0.1","mean"
"diff_hist_beta206773.png","3","100","-20,20","0.5","7","0.5","median"
"diff_hist_beta206774.png","3","100","-20,20","0.5","7","0.5","mean"
"diff_hist_beta206775.png","3","100","-20,20","0.5","7","1","median"
"diff_hist_beta206776.png","3","100","-20,20","0.5","7","1","mean"
"diff_hist_beta206777.png","3","100","-20,20","0.5","8","0.01","median"
"diff_hist_beta206778.png","3","100","-20,20","0.5","8","0.01","mean"
"diff_hist_beta206779.png","3","100","-20,20","0.5","8","0.1","median"
"diff_hist_beta206780.png","3","100","-20,20","0.5","8","0.1","mean"
"diff_hist_beta206781.png","3","100","-20,20","0.5","8","0.5","median"
"diff_hist_beta206782.png","3","100","-20,20","0.5","8","0.5","mean"
"diff_hist_beta206783.png","3","100","-20,20","0.5","8","1","median"
"diff_hist_beta206784.png","3","100","-20,20","0.5","8","1","mean"
"diff_hist_beta206785.png","3","100","-20,20","0.5","9","0.01","median"
"diff_hist_beta206786.png","3","100","-20,20","0.5","9","0.01","mean"
"diff_hist_beta206787.png","3","100","-20,20","0.5","9","0.1","median"
"diff_hist_beta206788.png","3","100","-20,20","0.5","9","0.1","mean"
"diff_hist_beta206789.png","3","100","-20,20","0.5","9","0.5","median"
"diff_hist_beta206790.png","3","100","-20,20","0.5","9","0.5","mean"
"diff_hist_beta206791.png","3","100","-20,20","0.5","9","1","median"
"diff_hist_beta206792.png","3","100","-20,20","0.5","9","1","mean"
"diff_hist_beta206793.png","3","100","-20,20","0.5","10","0.01","median"
"diff_hist_beta206794.png","3","100","-20,20","0.5","10","0.01","mean"
"diff_hist_beta206795.png","3","100","-20,20","0.5","10","0.1","median"
"diff_hist_beta206796.png","3","100","-20,20","0.5","10","0.1","mean"
"diff_hist_beta206797.png","3","100","-20,20","0.5","10","0.5","median"
"diff_hist_beta206798.png","3","100","-20,20","0.5","10","0.5","mean"
"diff_hist_beta206799.png","3","100","-20,20","0.5","10","1","median"
"diff_hist_beta206800.png","3","100","-20,20","0.5","10","1","mean"
"diff_hist_beta206801.png","3","100","-20,20","0.5","11","0.01","median"
"diff_hist_beta206802.png","3","100","-20,20","0.5","11","0.01","mean"
"diff_hist_beta206803.png","3","100","-20,20","0.5","11","0.1","median"
"diff_hist_beta206804.png","3","100","-20,20","0.5","11","0.1","mean"
"diff_hist_beta206805.png","3","100","-20,20","0.5","11","0.5","median"
"diff_hist_beta206806.png","3","100","-20,20","0.5","11","0.5","mean"
"diff_hist_beta206807.png","3","100","-20,20","0.5","11","1","median"
"diff_hist_beta206808.png","3","100","-20,20","0.5","11","1","mean"
"diff_hist_beta206809.png","3","100","-20,20","0.5","12","0.01","median"
"diff_hist_beta206810.png","3","100","-20,20","0.5","12","0.01","mean"
"diff_hist_beta206811.png","3","100","-20,20","0.5","12","0.1","median"
"diff_hist_beta206812.png","3","100","-20,20","0.5","12","0.1","mean"
"diff_hist_beta206813.png","3","100","-20,20","0.5","12","0.5","median"
"diff_hist_beta206814.png","3","100","-20,20","0.5","12","0.5","mean"
"diff_hist_beta206815.png","3","100","-20,20","0.5","12","1","median"
"diff_hist_beta206816.png","3","100","-20,20","0.5","12","1","mean"
"diff_hist_beta206817.png","3","100","-20,20","0.5","13","0.01","median"
"diff_hist_beta206818.png","3","100","-20,20","0.5","13","0.01","mean"
"diff_hist_beta206819.png","3","100","-20,20","0.5","13","0.1","median"
"diff_hist_beta206820.png","3","100","-20,20","0.5","13","0.1","mean"
"diff_hist_beta206821.png","3","100","-20,20","0.5","13","0.5","median"
"diff_hist_beta206822.png","3","100","-20,20","0.5","13","0.5","mean"
"diff_hist_beta206823.png","3","100","-20,20","0.5","13","1","median"
"diff_hist_beta206824.png","3","100","-20,20","0.5","13","1","mean"
"diff_hist_beta206825.png","3","100","-20,20","0.5","14","0.01","median"
"diff_hist_beta206826.png","3","100","-20,20","0.5","14","0.01","mean"
"diff_hist_beta206827.png","3","100","-20,20","0.5","14","0.1","median"
"diff_hist_beta206828.png","3","100","-20,20","0.5","14","0.1","mean"
"diff_hist_beta206829.png","3","100","-20,20","0.5","14","0.5","median"
"diff_hist_beta206830.png","3","100","-20,20","0.5","14","0.5","mean"
"diff_hist_beta206831.png","3","100","-20,20","0.5","14","1","median"
"diff_hist_beta206832.png","3","100","-20,20","0.5","14","1","mean"
"diff_hist_beta206833.png","3","100","-20,20","0.5","15","0.01","median"
"diff_hist_beta206834.png","3","100","-20,20","0.5","15","0.01","mean"
"diff_hist_beta206835.png","3","100","-20,20","0.5","15","0.1","median"
"diff_hist_beta206836.png","3","100","-20,20","0.5","15","0.1","mean"
"diff_hist_beta206837.png","3","100","-20,20","0.5","15","0.5","median"
"diff_hist_beta206838.png","3","100","-20,20","0.5","15","0.5","mean"
"diff_hist_beta206839.png","3","100","-20,20","0.5","15","1","median"
"diff_hist_beta206840.png","3","100","-20,20","0.5","15","1","mean"
"diff_hist_beta206841.png","3","100","-20,20","0.5","16","0.01","median"
"diff_hist_beta206842.png","3","100","-20,20","0.5","16","0.01","mean"
"diff_hist_beta206843.png","3","100","-20,20","0.5","16","0.1","median"
"diff_hist_beta206844.png","3","100","-20,20","0.5","16","0.1","mean"
"diff_hist_beta206845.png","3","100","-20,20","0.5","16","0.5","median"
"diff_hist_beta206846.png","3","100","-20,20","0.5","16","0.5","mean"
"diff_hist_beta206847.png","3","100","-20,20","0.5","16","1","median"
"diff_hist_beta206848.png","3","100","-20,20","0.5","16","1","mean"
"diff_hist_beta206849.png","3","100","-20,20","0.5","17","0.01","median"
"diff_hist_beta206850.png","3","100","-20,20","0.5","17","0.01","mean"
"diff_hist_beta206851.png","3","100","-20,20","0.5","17","0.1","median"
"diff_hist_beta206852.png","3","100","-20,20","0.5","17","0.1","mean"
"diff_hist_beta206853.png","3","100","-20,20","0.5","17","0.5","median"
"diff_hist_beta206854.png","3","100","-20,20","0.5","17","0.5","mean"
"diff_hist_beta206855.png","3","100","-20,20","0.5","17","1","median"
"diff_hist_beta206856.png","3","100","-20,20","0.5","17","1","mean"
"diff_hist_beta206857.png","3","100","-20,20","0.5","18","0.01","median"
"diff_hist_beta206858.png","3","100","-20,20","0.5","18","0.01","mean"
"diff_hist_beta206859.png","3","100","-20,20","0.5","18","0.1","median"
"diff_hist_beta206860.png","3","100","-20,20","0.5","18","0.1","mean"
"diff_hist_beta206861.png","3","100","-20,20","0.5","18","0.5","median"
"diff_hist_beta206862.png","3","100","-20,20","0.5","18","0.5","mean"
"diff_hist_beta206863.png","3","100","-20,20","0.5","18","1","median"
"diff_hist_beta206864.png","3","100","-20,20","0.5","18","1","mean"
"diff_hist_beta206865.png","3","100","-20,20","0.5","19","0.01","median"
"diff_hist_beta206866.png","3","100","-20,20","0.5","19","0.01","mean"
"diff_hist_beta206867.png","3","100","-20,20","0.5","19","0.1","median"
"diff_hist_beta206868.png","3","100","-20,20","0.5","19","0.1","mean"
"diff_hist_beta206869.png","3","100","-20,20","0.5","19","0.5","median"
"diff_hist_beta206870.png","3","100","-20,20","0.5","19","0.5","mean"
"diff_hist_beta206871.png","3","100","-20,20","0.5","19","1","median"
"diff_hist_beta206872.png","3","100","-20,20","0.5","19","1","mean"
"diff_hist_beta206873.png","3","100","-20,20","0.5","20","0.01","median"
"diff_hist_beta206874.png","3","100","-20,20","0.5","20","0.01","mean"
"diff_hist_beta206875.png","3","100","-20,20","0.5","20","0.1","median"
"diff_hist_beta206876.png","3","100","-20,20","0.5","20","0.1","mean"
"diff_hist_beta206877.png","3","100","-20,20","0.5","20","0.5","median"
"diff_hist_beta206878.png","3","100","-20,20","0.5","20","0.5","mean"
"diff_hist_beta206879.png","3","100","-20,20","0.5","20","1","median"
"diff_hist_beta206880.png","3","100","-20,20","0.5","20","1","mean"
"diff_hist_beta206881.png","3","100","-20,20","1","1","0.01","median"
"diff_hist_beta206882.png","3","100","-20,20","1","1","0.01","mean"
"diff_hist_beta206883.png","3","100","-20,20","1","1","0.1","median"
"diff_hist_beta206884.png","3","100","-20,20","1","1","0.1","mean"
"diff_hist_beta206885.png","3","100","-20,20","1","1","0.5","median"
"diff_hist_beta206886.png","3","100","-20,20","1","1","0.5","mean"
"diff_hist_beta206887.png","3","100","-20,20","1","1","1","median"
"diff_hist_beta206888.png","3","100","-20,20","1","1","1","mean"
"diff_hist_beta206889.png","3","100","-20,20","1","2","0.01","median"
"diff_hist_beta206890.png","3","100","-20,20","1","2","0.01","mean"
"diff_hist_beta206891.png","3","100","-20,20","1","2","0.1","median"
"diff_hist_beta206892.png","3","100","-20,20","1","2","0.1","mean"
"diff_hist_beta206893.png","3","100","-20,20","1","2","0.5","median"
"diff_hist_beta206894.png","3","100","-20,20","1","2","0.5","mean"
"diff_hist_beta206895.png","3","100","-20,20","1","2","1","median"
"diff_hist_beta206896.png","3","100","-20,20","1","2","1","mean"
"diff_hist_beta206897.png","3","100","-20,20","1","3","0.01","median"
"diff_hist_beta206898.png","3","100","-20,20","1","3","0.01","mean"
"diff_hist_beta206899.png","3","100","-20,20","1","3","0.1","median"
"diff_hist_beta206900.png","3","100","-20,20","1","3","0.1","mean"
"diff_hist_beta206901.png","3","100","-20,20","1","3","0.5","median"
"diff_hist_beta206902.png","3","100","-20,20","1","3","0.5","mean"
"diff_hist_beta206903.png","3","100","-20,20","1","3","1","median"
"diff_hist_beta206904.png","3","100","-20,20","1","3","1","mean"
"diff_hist_beta206905.png","3","100","-20,20","1","4","0.01","median"
"diff_hist_beta206906.png","3","100","-20,20","1","4","0.01","mean"
"diff_hist_beta206907.png","3","100","-20,20","1","4","0.1","median"
"diff_hist_beta206908.png","3","100","-20,20","1","4","0.1","mean"
"diff_hist_beta206909.png","3","100","-20,20","1","4","0.5","median"
"diff_hist_beta206910.png","3","100","-20,20","1","4","0.5","mean"
"diff_hist_beta206911.png","3","100","-20,20","1","4","1","median"
"diff_hist_beta206912.png","3","100","-20,20","1","4","1","mean"
"diff_hist_beta206913.png","3","100","-20,20","1","5","0.01","median"
"diff_hist_beta206914.png","3","100","-20,20","1","5","0.01","mean"
"diff_hist_beta206915.png","3","100","-20,20","1","5","0.1","median"
"diff_hist_beta206916.png","3","100","-20,20","1","5","0.1","mean"
"diff_hist_beta206917.png","3","100","-20,20","1","5","0.5","median"
"diff_hist_beta206918.png","3","100","-20,20","1","5","0.5","mean"
"diff_hist_beta206919.png","3","100","-20,20","1","5","1","median"
"diff_hist_beta206920.png","3","100","-20,20","1","5","1","mean"
"diff_hist_beta206921.png","3","100","-20,20","1","6","0.01","median"
"diff_hist_beta206922.png","3","100","-20,20","1","6","0.01","mean"
"diff_hist_beta206923.png","3","100","-20,20","1","6","0.1","median"
"diff_hist_beta206924.png","3","100","-20,20","1","6","0.1","mean"
"diff_hist_beta206925.png","3","100","-20,20","1","6","0.5","median"
"diff_hist_beta206926.png","3","100","-20,20","1","6","0.5","mean"
"diff_hist_beta206927.png","3","100","-20,20","1","6","1","median"
"diff_hist_beta206928.png","3","100","-20,20","1","6","1","mean"
"diff_hist_beta206929.png","3","100","-20,20","1","7","0.01","median"
"diff_hist_beta206930.png","3","100","-20,20","1","7","0.01","mean"
"diff_hist_beta206931.png","3","100","-20,20","1","7","0.1","median"
"diff_hist_beta206932.png","3","100","-20,20","1","7","0.1","mean"
"diff_hist_beta206933.png","3","100","-20,20","1","7","0.5","median"
"diff_hist_beta206934.png","3","100","-20,20","1","7","0.5","mean"
"diff_hist_beta206935.png","3","100","-20,20","1","7","1","median"
"diff_hist_beta206936.png","3","100","-20,20","1","7","1","mean"
"diff_hist_beta206937.png","3","100","-20,20","1","8","0.01","median"
"diff_hist_beta206938.png","3","100","-20,20","1","8","0.01","mean"
"diff_hist_beta206939.png","3","100","-20,20","1","8","0.1","median"
"diff_hist_beta206940.png","3","100","-20,20","1","8","0.1","mean"
"diff_hist_beta206941.png","3","100","-20,20","1","8","0.5","median"
"diff_hist_beta206942.png","3","100","-20,20","1","8","0.5","mean"
"diff_hist_beta206943.png","3","100","-20,20","1","8","1","median"
"diff_hist_beta206944.png","3","100","-20,20","1","8","1","mean"
"diff_hist_beta206945.png","3","100","-20,20","1","9","0.01","median"
"diff_hist_beta206946.png","3","100","-20,20","1","9","0.01","mean"
"diff_hist_beta206947.png","3","100","-20,20","1","9","0.1","median"
"diff_hist_beta206948.png","3","100","-20,20","1","9","0.1","mean"
"diff_hist_beta206949.png","3","100","-20,20","1","9","0.5","median"
"diff_hist_beta206950.png","3","100","-20,20","1","9","0.5","mean"
"diff_hist_beta206951.png","3","100","-20,20","1","9","1","median"
"diff_hist_beta206952.png","3","100","-20,20","1","9","1","mean"
"diff_hist_beta206953.png","3","100","-20,20","1","10","0.01","median"
"diff_hist_beta206954.png","3","100","-20,20","1","10","0.01","mean"
"diff_hist_beta206955.png","3","100","-20,20","1","10","0.1","median"
"diff_hist_beta206956.png","3","100","-20,20","1","10","0.1","mean"
"diff_hist_beta206957.png","3","100","-20,20","1","10","0.5","median"
"diff_hist_beta206958.png","3","100","-20,20","1","10","0.5","mean"
"diff_hist_beta206959.png","3","100","-20,20","1","10","1","median"
"diff_hist_beta206960.png","3","100","-20,20","1","10","1","mean"
"diff_hist_beta206961.png","3","100","-20,20","1","11","0.01","median"
"diff_hist_beta206962.png","3","100","-20,20","1","11","0.01","mean"
"diff_hist_beta206963.png","3","100","-20,20","1","11","0.1","median"
"diff_hist_beta206964.png","3","100","-20,20","1","11","0.1","mean"
"diff_hist_beta206965.png","3","100","-20,20","1","11","0.5","median"
"diff_hist_beta206966.png","3","100","-20,20","1","11","0.5","mean"
"diff_hist_beta206967.png","3","100","-20,20","1","11","1","median"
"diff_hist_beta206968.png","3","100","-20,20","1","11","1","mean"
"diff_hist_beta206969.png","3","100","-20,20","1","12","0.01","median"
"diff_hist_beta206970.png","3","100","-20,20","1","12","0.01","mean"
"diff_hist_beta206971.png","3","100","-20,20","1","12","0.1","median"
"diff_hist_beta206972.png","3","100","-20,20","1","12","0.1","mean"
"diff_hist_beta206973.png","3","100","-20,20","1","12","0.5","median"
"diff_hist_beta206974.png","3","100","-20,20","1","12","0.5","mean"
"diff_hist_beta206975.png","3","100","-20,20","1","12","1","median"
"diff_hist_beta206976.png","3","100","-20,20","1","12","1","mean"
"diff_hist_beta206977.png","3","100","-20,20","1","13","0.01","median"
"diff_hist_beta206978.png","3","100","-20,20","1","13","0.01","mean"
"diff_hist_beta206979.png","3","100","-20,20","1","13","0.1","median"
"diff_hist_beta206980.png","3","100","-20,20","1","13","0.1","mean"
"diff_hist_beta206981.png","3","100","-20,20","1","13","0.5","median"
"diff_hist_beta206982.png","3","100","-20,20","1","13","0.5","mean"
"diff_hist_beta206983.png","3","100","-20,20","1","13","1","median"
"diff_hist_beta206984.png","3","100","-20,20","1","13","1","mean"
"diff_hist_beta206985.png","3","100","-20,20","1","14","0.01","median"
"diff_hist_beta206986.png","3","100","-20,20","1","14","0.01","mean"
"diff_hist_beta206987.png","3","100","-20,20","1","14","0.1","median"
"diff_hist_beta206988.png","3","100","-20,20","1","14","0.1","mean"
"diff_hist_beta206989.png","3","100","-20,20","1","14","0.5","median"
"diff_hist_beta206990.png","3","100","-20,20","1","14","0.5","mean"
"diff_hist_beta206991.png","3","100","-20,20","1","14","1","median"
"diff_hist_beta206992.png","3","100","-20,20","1","14","1","mean"
"diff_hist_beta206993.png","3","100","-20,20","1","15","0.01","median"
"diff_hist_beta206994.png","3","100","-20,20","1","15","0.01","mean"
"diff_hist_beta206995.png","3","100","-20,20","1","15","0.1","median"
"diff_hist_beta206996.png","3","100","-20,20","1","15","0.1","mean"
"diff_hist_beta206997.png","3","100","-20,20","1","15","0.5","median"
"diff_hist_beta206998.png","3","100","-20,20","1","15","0.5","mean"
"diff_hist_beta206999.png","3","100","-20,20","1","15","1","median"
"diff_hist_beta207000.png","3","100","-20,20","1","15","1","mean"
"diff_hist_beta207001.png","3","100","-20,20","1","16","0.01","median"
"diff_hist_beta207002.png","3","100","-20,20","1","16","0.01","mean"
"diff_hist_beta207003.png","3","100","-20,20","1","16","0.1","median"
"diff_hist_beta207004.png","3","100","-20,20","1","16","0.1","mean"
"diff_hist_beta207005.png","3","100","-20,20","1","16","0.5","median"
"diff_hist_beta207006.png","3","100","-20,20","1","16","0.5","mean"
"diff_hist_beta207007.png","3","100","-20,20","1","16","1","median"
"diff_hist_beta207008.png","3","100","-20,20","1","16","1","mean"
"diff_hist_beta207009.png","3","100","-20,20","1","17","0.01","median"
"diff_hist_beta207010.png","3","100","-20,20","1","17","0.01","mean"
"diff_hist_beta207011.png","3","100","-20,20","1","17","0.1","median"
"diff_hist_beta207012.png","3","100","-20,20","1","17","0.1","mean"
"diff_hist_beta207013.png","3","100","-20,20","1","17","0.5","median"
"diff_hist_beta207014.png","3","100","-20,20","1","17","0.5","mean"
"diff_hist_beta207015.png","3","100","-20,20","1","17","1","median"
"diff_hist_beta207016.png","3","100","-20,20","1","17","1","mean"
"diff_hist_beta207017.png","3","100","-20,20","1","18","0.01","median"
"diff_hist_beta207018.png","3","100","-20,20","1","18","0.01","mean"
"diff_hist_beta207019.png","3","100","-20,20","1","18","0.1","median"
"diff_hist_beta207020.png","3","100","-20,20","1","18","0.1","mean"
"diff_hist_beta207021.png","3","100","-20,20","1","18","0.5","median"
"diff_hist_beta207022.png","3","100","-20,20","1","18","0.5","mean"
"diff_hist_beta207023.png","3","100","-20,20","1","18","1","median"
"diff_hist_beta207024.png","3","100","-20,20","1","18","1","mean"
"diff_hist_beta207025.png","3","100","-20,20","1","19","0.01","median"
"diff_hist_beta207026.png","3","100","-20,20","1","19","0.01","mean"
"diff_hist_beta207027.png","3","100","-20,20","1","19","0.1","median"
"diff_hist_beta207028.png","3","100","-20,20","1","19","0.1","mean"
"diff_hist_beta207029.png","3","100","-20,20","1","19","0.5","median"
"diff_hist_beta207030.png","3","100","-20,20","1","19","0.5","mean"
"diff_hist_beta207031.png","3","100","-20,20","1","19","1","median"
"diff_hist_beta207032.png","3","100","-20,20","1","19","1","mean"
"diff_hist_beta207033.png","3","100","-20,20","1","20","0.01","median"
"diff_hist_beta207034.png","3","100","-20,20","1","20","0.01","mean"
"diff_hist_beta207035.png","3","100","-20,20","1","20","0.1","median"
"diff_hist_beta207036.png","3","100","-20,20","1","20","0.1","mean"
"diff_hist_beta207037.png","3","100","-20,20","1","20","0.5","median"
"diff_hist_beta207038.png","3","100","-20,20","1","20","0.5","mean"
"diff_hist_beta207039.png","3","100","-20,20","1","20","1","median"
"diff_hist_beta207040.png","3","100","-20,20","1","20","1","mean"
"diff_hist_beta207041.png","3","200","-20,20","0.05","1","0.01","median"
"diff_hist_beta207042.png","3","200","-20,20","0.05","1","0.01","mean"
"diff_hist_beta207043.png","3","200","-20,20","0.05","1","0.1","median"
"diff_hist_beta207044.png","3","200","-20,20","0.05","1","0.1","mean"
"diff_hist_beta207045.png","3","200","-20,20","0.05","1","0.5","median"
"diff_hist_beta207046.png","3","200","-20,20","0.05","1","0.5","mean"
"diff_hist_beta207047.png","3","200","-20,20","0.05","1","1","median"
"diff_hist_beta207048.png","3","200","-20,20","0.05","1","1","mean"
"diff_hist_beta207049.png","3","200","-20,20","0.05","2","0.01","median"
"diff_hist_beta207050.png","3","200","-20,20","0.05","2","0.01","mean"
"diff_hist_beta207051.png","3","200","-20,20","0.05","2","0.1","median"
"diff_hist_beta207052.png","3","200","-20,20","0.05","2","0.1","mean"
"diff_hist_beta207053.png","3","200","-20,20","0.05","2","0.5","median"
"diff_hist_beta207054.png","3","200","-20,20","0.05","2","0.5","mean"
"diff_hist_beta207055.png","3","200","-20,20","0.05","2","1","median"
"diff_hist_beta207056.png","3","200","-20,20","0.05","2","1","mean"
"diff_hist_beta207057.png","3","200","-20,20","0.05","3","0.01","median"
"diff_hist_beta207058.png","3","200","-20,20","0.05","3","0.01","mean"
"diff_hist_beta207059.png","3","200","-20,20","0.05","3","0.1","median"
"diff_hist_beta207060.png","3","200","-20,20","0.05","3","0.1","mean"
"diff_hist_beta207061.png","3","200","-20,20","0.05","3","0.5","median"
"diff_hist_beta207062.png","3","200","-20,20","0.05","3","0.5","mean"
