1.000000000000000000e+01,9.628295898437500000e-03,2.706527709960937500e-03
1.500000000000000000e+01,1.392822265625000000e-01,9.643554687500000000e-03
2.000000000000000000e+01,8.725585937500000000e-01,7.061767578125000000e-02
2.500000000000000000e+01,2.246093750000000000e-01,9.012222290039062500e-04
3.000000000000000000e+01,2.978515625000000000e-02,1.628875732421875000e-03
3.500000000000000000e+01,1.281738281250000000e-01,1.688003540039062500e-03
4.000000000000000000e+01,1.536865234375000000e-01,1.109123229980468750e-03
4.500000000000000000e+01,2.988281250000000000e-01,4.901885986328125000e-03
5.000000000000000000e+01,3.031921386718750000e-02,9.503364562988281250e-04
5.500000000000000000e+01,3.339843750000000000e-01,3.370285034179687500e-03
6.000000000000000000e+01,1.398925781250000000e-01,1.140594482421875000e-03
6.500000000000000000e+01,9.002685546875000000e-02,5.240440368652343750e-04
7.000000000000000000e+01,4.144287109375000000e-02,3.902912139892578125e-04
7.500000000000000000e+01,2.009582519531250000e-02,3.425598144531250000e-03
8.000000000000000000e+01,4.389648437500000000e-01,2.653121948242187500e-03
8.500000000000000000e+01,1.030883789062500000e-01,2.868175506591796875e-04
9.000000000000000000e+01,2.423095703125000000e-01,5.023956298828125000e-03
9.500000000000000000e+01,9.747314453125000000e-02,3.526210784912109375e-04
