1.000000000000000000e+01,1.641845703125000000e-01,7.415771484375000000e-03
1.500000000000000000e+01,2.678222656250000000e-01,5.607604980468750000e-03
2.000000000000000000e+01,2.664184570312500000e-02,2.300262451171875000e-03
2.500000000000000000e+01,4.144287109375000000e-02,2.056360244750976562e-04
3.000000000000000000e+01,5.923461914062500000e-02,4.615783691406250000e-03
3.500000000000000000e+01,2.697753906250000000e-01,3.244400024414062500e-03
4.000000000000000000e+01,1.827392578125000000e-01,2.569198608398437500e-03
4.500000000000000000e+01,2.331542968750000000e-01,1.893043518066406250e-03
5.000000000000000000e+01,1.224975585937500000e-01,2.235412597656250000e-03
5.500000000000000000e+01,1.772460937500000000e-01,1.478195190429687500e-03
6.000000000000000000e+01,1.076049804687500000e-01,1.039505004882812500e-03
6.500000000000000000e+01,2.697753906250000000e-02,1.678466796875000000e-04
7.000000000000000000e+01,1.274414062500000000e-01,8.158683776855468750e-04
7.500000000000000000e+01,1.218261718750000000e-01,5.893707275390625000e-04
8.000000000000000000e+01,1.896667480468750000e-02,2.086162567138671875e-05
8.500000000000000000e+01,8.325195312500000000e-01,1.082611083984375000e-02
9.000000000000000000e+01,1.035156250000000000e-01,4.220008850097656250e-04
9.500000000000000000e+01,7.501220703125000000e-02,6.890296936035156250e-04
